id,description
159685,Title: Head of Buddha. Date: 5th century. Classification: Sculpture. Medium: Red sandstone.
161619,"Title: Vase, One of Pair. Date: 19th century. Classification: Vessel. Medium: Glass, enamel, metal."
162254,Title: Standing Buddha. Date: 7th-8th century. Classification: Sculpture. Medium: Bronze.
167116,"Title: Figure of Seated Buddha. Date: 794-1185. Classification: Sculpture. Medium: Wood, crystal."
167129,Title: Vase. Date: 12th-13th century. Classification: Ceramic. Medium: Stoneware with dark brown glaze.
167170,"Title: Barber's Bowl. Date: early 18th century. Classification: Ceramic. Medium: Arita ware, porcelain with underglaze blue and overglaze enamel."
167171,"Title: Barber's Bowl. Date: 1690-1720. Classification: Ceramic. Medium: Arita ware, porcelain with underglaze blue and overglaze color and gold enamel."
169256,Title: Finial from a Hanging Lamp. Date: 10th-15th century. Classification: Sculpture. Medium: Bronze.
189539,"Title: Sons of Horus on Coffin Fragment. Date: ca. 1075–945 B.C.E.. Classification: Funerary Object. Medium: Wood, pigment."
224240,"Title: Pack Band. Date: early 20th century. Culture: Qashqa’i Confederation, Kashkuli Subtribe. Classification: Animal Gear. Medium: Wool."
6780,Title: Linen Press. Date: 17th century. Classification: Furniture. Medium: Oak.
8697,"Title: Highboy (High Chest of Drawers). Date: ca. 1760. Classification: Furnishing. Medium: Cherry, mahogany."
8743,Title: Flower Vase. Date: ca. 1896-1900. Maker: Tiffany & Company. Classification: Vessel. Medium: Favrile glass.
8745,Title: Bowl. Date: ca. 1901-1905. Maker: Tiffany Studios. Classification: Vessel. Medium: Favrile glass.
8746,Title: Flower Vase. Date: 1913-1920. Maker: Tiffany & Company. Classification: Vessel. Medium: Favrile glass.
8747,Title: Flower Vase. Date: 1900-1910. Maker: Tiffany & Company. Classification: Vessel. Medium: Favrile glass.
9766,Title: Side Board. Date: ca. 1790. Classification: Furniture. Medium: Mahogany inlay.
11496,Title: Sugar Bowl. Date: 18th century. Culture: American. Medium: Silver.
25478,Title: Tea Caddy. Date: 1746/7. Maker: Humphrey Payne. Classification: Food/Drink. Medium: Silver.
44508,"Title: Inscribed Tile Fragment. Date: late 13th century. Classification: Tiles. Medium: Ceramic; fritware, painted in cobalt blue, turquoise, and luster on an opaque white glaze."
47281,Title: Small Model of Bullock or Humped Ox. Date: 3000-2500 B.C.. Culture: Indus Valley Culture. Classification: Ceramic. Medium: Reddish pottery.
47290,Title: Small Standing Model of Woman. Date: 3000-2500 B.C.. Culture: Indus Valley Culture. Classification: Ceramic. Medium: Reddish pottery.
57619,Title: Beaker. Date: 1752-1774. Maker: John Will. Medium: Pewter.
57623,Title: Chalice. Date: 1775-1795. Maker: Peter Young. Medium: Pewter.
57630,Title: Porringer. Date: 1712-1754. Maker: Joseph Leddell Sr. or Joseph Leddell Jr.. Classification: Food/Drink. Medium: Pewter.
60811,Title: Box and Cover. Date: 1736-1795. Classification: Container. Medium: Glazed porcelain.
60853,Title: Stem Cup. Date: 1736-1795. Classification: Vessel. Medium: Lacquer with bronze.
61788,Title: Mummy Mask. Date: ca. 2500-2170 B.C.E.. Classification: Sculpture. Medium: Plaster.
66734,Title: Sugar Bowl with Lid. Date: ca. 1800. Maker: Myer Myers. Classification: Food/Drink. Medium: Silver.
75360,Title: Vase. Date: ca. 1900. Maker: Louis Comfort Tiffany. Classification: Vessel. Medium: Favrile glass.
75654,Title: Vase. Date: ca. 1905. Designer: Martin Bach. Classification: Vessel. Medium: Opalescent glass.
80140,"Title: Side Chair, One of Set. Date: ca. 1760-1770. Culture: American. Classification: Furniture. Medium: Carved mahogany, Chippendale style."
80142,"Title: Side Chair, One of Set. Date: ca. 1760-1770. Culture: American. Classification: Furniture. Medium: Carved mahogany, Chippendale style."
80569,"Title: Sheraton Side Chair, One of Set. Date: ca. 1820. Culture: American. Classification: Furniture. Medium: Paint, gilt."
80570,"Title: Sheraton Side Chair, One of Set. Date: ca. 1820. Culture: American. Classification: Furniture. Medium: Paint, gilt."
80571,"Title: Sheraton Side Chair, One of Set. Date: ca. 1820. Culture: American. Classification: Furniture. Medium: Paint, gilt, rush.."
80572,"Title: Sheraton Side Chair, One of Set. Date: ca. 1820. Culture: American. Classification: Furniture. Medium: Paint, gilt, rush.."
81637,"Title: Desk. Date: ca. 1725. Classification: Furniture. Medium: mahogany, red gumwood, poplar."
83018,Title: Looking Glass. Date: ca. 1804. Maker: Joseph del Vecchio. Classification: Furnishing. Medium: Mahogany.
83296,Title: Side Chair. Date: ca.1765. Maker: Gilbert Ash. Classification: Furniture. Medium: Mahogany.
85414,Title: Sauceboat. Date: ca. 1788-1789. Maker: Hester Bateman. Classification: Food/Drink. Medium: Silver.
85419,"Title: Teaspoon, One from a Set of Six. Date: ca. 1790. Maker: Hester Bateman. Classification: Food/Drink. Medium: Silver."
86396,Title: Vase. Date: ca. 1900. Maker: Louis Comfort Tiffany. Classification: Vessel. Medium: Irridescent glass.
86397,Title: Vase. Date: ca. 1900. Maker: Louis Comfort Tiffany. Classification: Vessel. Medium: Irridescent glass.
86400,Title: Vase. Date: ca. 1900. Maker: Louis Comfort Tiffany. Classification: Vessel. Medium: Glass.
89210,Title: Teaspoon. Date: ca. 1816. Maker: Thomas Wallis and Jonathan Hayne. Classification: Food/Drink. Medium: Silver.
90415,Title: Chest. Date: ca. 1750. Culture: American. Classification: Furniture. Medium: Pine stained light red walnut.
90423,Title: Measure. Date: between-1800-1830. Maker: J.W. Cluett. Classification: Tool. Medium: Brass plaque on copper.
90748,Title: Bust. Date: ca.1880. Culture: American. Classification: Ceramic. Medium: Parian ware.
91010,Title: Vase. Date: ca. 1949. Artist: Edwin Scheier. Classification: Ceramic. Medium: Glazed earthenware.
91782,Title: Vase. Date: ca. 1896-1919. Maker: Tiffany Studios. Classification: Vessel. Medium: Favrile glass.
92464,Title: Vase. Date: ca. 1915. Maker: Fenton Art Glass Company. Classification: Vessel. Medium: Glass.
95645,Title: Seated Four Armed Ganesha. Date: ca. 9th-10th century. Classification: Sculpture. Medium: Volcanic stone.
98630,Title: Seated Bodhisattva Lokeshvara. Date: 10th century. Classification: Sculpture. Medium: Bronze.
100104,Title: Brazier. Date: 206 B.C.E.-220 C.E.. Classification: Vessel. Medium: Bronze.
101670,Title: Globular Bottle. Date: 1200-1400. Culture: Mississippian. Classification: Vessel. Medium: Ceramic.
102270,Title: Bowl with Grape Pattern. Date: ca. 1950. Artist: Kitaoji Rosanjin. Classification: Ceramic. Medium: Glazed stoneware.
103433,Title: Vase. Date: ca.1913. Maker: Louis Comfort Tiffany. Classification: Vessel. Medium: Blown Favrile glass.
104498,Title: Sharks; also The Derelict. Date: 1885. Artist: Winslow Homer. Classification: Watercolor. Medium: Watercolor over graphite on wove paper.
104973,"Title: Shaving Stand, Base, Drawer, Top, Mirror and Screw. Date: ca. 1870. Culture: American. Classification: Furniture. Medium: Walnut, marble."
109497,Title: Candle-snuffer. Date: early 19th century. Culture: American. Classification: Fire/Heat. Medium: Iron.
109559,Title: Seated Figure. Date: None. Classification: Sculpture. Medium: Ivory.
110163,Title: Planter. Date: Designed 1953; Manufactured 1954. Manufacturer: Minic Custom Woodwork and Interiors. Classification: Furnishing. Medium: Mahogany.
110468,Title: Contrapted Series Chinatown. Date: 1983. Artist: Nina Kuo. Classification: Photograph. Medium: Chromogenic print.
110471,"Title: Contrapted Series Quilt, Brooklyn. Date: 1983. Artist: Nina Kuo. Classification: Photograph. Medium: Chromogenic print."
110473,Title: Contrapted Series Chinatown. Date: 1983. Artist: Nina Kuo. Classification: Photograph. Medium: Chromogenic print.
112516,Title: Globe for Lamp. Date: mid-19th century. Culture: American. Classification: Light. Medium: Glass.
112517,"Title: Andiron, One of Pair. Date: 18th century. Culture: American. Classification: Fire/Heat. Medium: Wrought iron."
112918,Title: Bowl. Date: ca. 1930. Designer: George Sakier. Classification: Vessel. Medium: Glass.
112922,Title: Seal with Unicorn. Date: 2500-2000 B.C.E.. Classification: Sculpture. Medium: Steatite.
114757,Title: Mithuna Couple. Date: ca. 5th century C.E.. Classification: Sculpture. Medium: Sandstone.
116042,Title: Teapot with Lid. Date: ca. 1953. Maker: Raymond Loewy. Classification: Food/Drink. Medium: Porcelain.
119956,Title: Portrait of a Child Holding a Cat. Date: 1851. Artist: Charles Winter. Classification: Painting. Medium: Oil on canvas.
120501,"Title: Helmet. Date: 18th century. Classification: Arms and Armor. Medium: Steel, engraved and overlaid with gold and silver."
122100,Title: Vase. Date: ca. 1930. Designer: George Sakier. Classification: Vessel. Medium: Lead glass.
124378,"Title: Berry Spoon, Cardinal Pattern. Date: patented 1887. Maker: Rogers & Hamilton Co.. Classification: Food/Drink. Medium: Silver-plate."
124941,"Title: Earring. Date: 11th-12th century. Classification: Jewelry. Medium: Gold, wire and sheet, granulated and filigree decoration."
124952,Title: Shiva Andhakasura. Date: late 8th century. Classification: Sculpture. Medium: Red sandstone.
146851,Title: Narasimha. Date: 17th century. Classification: Sculpture. Medium: Gray sandstone.
147100,Title: Caturmukhalinga. Date: 11th-12th century. Classification: Sculpture. Medium: Black schist.
149212,Title: Diagonal Passage 120 Large. Date: 1947-1950. Artist: Leon Polk Smith. Classification: Painting. Medium: Oil on canvas.
152685,Title: Chamberstick. Date: 1889. Maker: Tiffany & Company. Classification: Light. Medium: Silver and niello.
153330,"Title: Tomb Figure of an Attendant. Date: 206 B.C.E.-220 C.E.. Classification: Sculpture. Medium: Earthenware, polychrome."
154672,Title: Tile Relief with Three Figures. Date: 5th century. Classification: Tiles. Medium: Terracotta.
159070,Title: Cordial Glass. Date: Designed and made 1994. Designer: Gerald Gulotta. Classification: Food/Drink. Medium: Lead Crystal.
159071,Title: Cordial Glass. Date: Designed and made 1994. Designer: Gerald Gulotta. Classification: Food/Drink. Medium: Lead Crystal.
159072,Title: Cordial Glass. Date: Designed and made 1994. Designer: Gerald Gulotta. Classification: Food/Drink. Medium: Lead Crystal.
159073,Title: Cordial Glass. Date: Designed and made 1994. Designer: Gerald Gulotta. Classification: Food/Drink. Medium: Lead Crystal.
159079,"Title: Platter, Chromatics Line. Date: Designed 1970; Made 1971-1973. Designer: Gerald Gulotta. Classification: Food/Drink. Medium: Cast and glazed porcelain."
159080,"Title: Divided Vegetable Dish, Chromatics Line. Date: Designed 1970; Made 1971-1973. Designer: Gerald Gulotta. Classification: Food/Drink. Medium: Cast and glazed porcelain."
159081,"Title: Sauceboat, Chromatics Line. Date: Designed 1970; Made 1971-1973. Designer: Gerald Gulotta. Classification: Food/Drink. Medium: Cast and glazed porcelain."
159082,"Title: Creamer, Chromatics Line. Date: Designed 1970; Made 1971-1973. Designer: Gerald Gulotta. Classification: Food/Drink. Medium: Cast and glazed porcelain."
159083,"Title: Sugar Bowl and Lid, Chromatics Line. Date: Designed 1970; Made 1971-1973. Designer: Gerald Gulotta. Classification: Food/Drink. Medium: Cast and glazed porcelain."
159088,"Title: Dessert Plate, Chromatics Line. Date: Designed 1970; Made 1971-1973. Designer: Gerald Gulotta. Classification: Food/Drink. Medium: Cast and glazed porcelain."
159093,"Title: Bowl, Chromatics Line. Date: Designed 1970; Made 1971-1973. Designer: Gerald Gulotta. Classification: Food/Drink. Medium: Cast and glazed porcelain."
159097,"Title: Dinner Plate, Chromatics Line. Date: Designed 1970; Made 1971-1973. Designer: Gerald Gulotta. Classification: Food/Drink. Medium: Cast and glazed porcelain."
159100,"Title: Glass, Chromatics Line. Date: Designed 1970; Made 1971-1973. Designer: Gerald Gulotta. Classification: Food/Drink. Medium: Colored glass."
160685,Title: Eurydice as Queen of a Chess Set. Date: ca. 1949. Artist: Fausto Melotti. Classification: Sculpture. Medium: Glazed earthware.
160687,Title: Chessman. Date: ca. 1949. Maker: Richard-Ginori. Classification: Sculpture. Medium: Glazed ceramic.
160688,Title: Chessman. Date: ca. 1949. Artist: Fausto Melotti. Classification: Sculpture. Medium: Glazed ceramic.
161134,Title: La Petite Pensée. Date: 1873. Artist: Thomas Ball. Classification: Sculpture. Medium: Marble.
161439,"Title: [Untitled], One of 274 Vintage Photographs. Date: late 19th-early 20th century. Classification: Photograph. Medium: Photograph."
161469,"Title: [Untitled], One of 274 Vintage Photographs. Date: late 19th-early 20th century. Classification: Photograph. Medium: Photograph."
161494,"Title: [Untitled], One of 274 Vintage Photographs. Date: late 19th-early 20th century. Classification: Work on Paper. Medium: Printed ink on paper."
163389,Title: Axe (zhuo) with Animal Motif. Date: 206 B.C.E.-24 C.E.. Classification: Arms and Armor. Medium: Bronze.
166763,Title: Khmer Palanquin Hook. Date: 12th-13th century. Classification: Sculpture. Medium: Bronze.
185000,Title: Side Chair. Date: ca.1765. Maker: Gilbert Ash. Classification: Furniture. Medium: Mahogany.
210664,"Title: Grand Canyon, Yellowstone. Date: 1886. Artist: Grafton Tyler Brown. Classification: Painting. Medium: Oil on canvas."
211184,Title: Head of a Buddha. Date: 13th-14th century. Classification: Sculpture. Medium: Sandstone.
213207,Title: Animal Mask (Taotie). Date: ca. 6th century. Classification: Masks. Medium: Bronze.
214195,Title: Center Table. Date: ca. 1855. Classification: Furniture. Medium: Wood and marble.
221709,"Title: 7 Colors:  Light Green, C.P. Cadmium Red Dark, Iridescent Bright Gold, C.P. Cadmium Yellow Medium, Ultramarine Blue, Phthalo Blue (Green Shade), C.P. Cadmium Orange. Date: 2015. Artist: Hadieh Shafie. Classification: Work on Paper. Medium: Ink, acrylic and paper with printed and handwritten Farsi text Eshgh (“Love/Passion”)."
